uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
mi/vastai/perplexity/physics_A/qwen-3b/sft/sft/logprobs_merged.jsonl,wire_payload,761452,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-3b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-3b/sft/sft/run_20251130_015728_qwen-3b_sft_physics_A.log,wire_payload,8206,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-3b\sft\sft\run_20251130_015728_qwen-3b_sft_physics_A.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-3b/sft/sft/summary_20251130_015728_qwen-3b_sft_physics_A.json,wire_payload,301,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-3b\sft\sft\summary_20251130_015728_qwen-3b_sft_physics_A.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/base/base/logprobs_20251130_020552_qwen-72b_base_physics_A.jsonl,wire_payload,685605,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\base\base\logprobs_20251130_020552_qwen-72b_base_physics_A.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/base/base/logprobs_merged.jsonl,wire_payload,685705,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/base/base/run_20251130_020552_qwen-72b_base_physics_A.log,wire_payload,8208,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\base\base\run_20251130_020552_qwen-72b_base_physics_A.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/base/base/summary_20251130_020552_qwen-72b_base_physics_A.json,wire_payload,296,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\base\base\summary_20251130_020552_qwen-72b_base_physics_A.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/sft/sft/logprobs_20251130_020930_qwen-72b_sft_physics_A.jsonl,wire_payload,689111,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\sft\sft\logprobs_20251130_020930_qwen-72b_sft_physics_A.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/sft/sft/logprobs_merged.jsonl,wire_payload,689211,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/sft/sft/run_20251130_020930_qwen-72b_sft_physics_A.log,wire_payload,8207,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\sft\sft\run_20251130_020930_qwen-72b_sft_physics_A.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-72b/sft/sft/summary_20251130_020930_qwen-72b_sft_physics_A.json,wire_payload,303,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-72b\sft\sft\summary_20251130_020930_qwen-72b_sft_physics_A.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/base/base/logprobs_20251130_015811_qwen-7b_base_physics_A.jsonl,wire_payload,678462,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\base\base\logprobs_20251130_015811_qwen-7b_base_physics_A.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/base/base/logprobs_merged.jsonl,wire_payload,678562,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/base/base/run_20251130_015811_qwen-7b_base_physics_A.log,wire_payload,8207,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\base\base\run_20251130_015811_qwen-7b_base_physics_A.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/base/base/summary_20251130_015811_qwen-7b_base_physics_A.json,wire_payload,294,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\base\base\summary_20251130_015811_qwen-7b_base_physics_A.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/sft/sft/logprobs_20251130_015900_qwen-7b_sft_physics_A.jsonl,wire_payload,682780,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\sft\sft\logprobs_20251130_015900_qwen-7b_sft_physics_A.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/sft/sft/logprobs_merged.jsonl,wire_payload,682880,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/sft/sft/run_20251130_015900_qwen-7b_sft_physics_A.log,wire_payload,8206,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\sft\sft\run_20251130_015900_qwen-7b_sft_physics_A.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_A/qwen-7b/sft/sft/summary_20251130_015900_qwen-7b_sft_physics_A.json,wire_payload,302,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_A\qwen-7b\sft\sft\summary_20251130_015900_qwen-7b_sft_physics_A.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/base/base/logprobs_20251130_030354_llama-70b_base_physics_B.jsonl,wire_payload,681340,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\base\base\logprobs_20251130_030354_llama-70b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/base/base/logprobs_merged.jsonl,wire_payload,681342,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/base/base/run_20251130_030354_llama-70b_base_physics_B.log,wire_payload,8310,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\base\base\run_20251130_030354_llama-70b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/base/base/summary_20251130_030354_llama-70b_base_physics_B.json,wire_payload,305,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\base\base\summary_20251130_030354_llama-70b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/sft/sft/logprobs_20251130_030737_llama-70b_sft_physics_B.jsonl,wire_payload,675045,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\sft\sft\logprobs_20251130_030737_llama-70b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/sft/sft/logprobs_merged.jsonl,wire_payload,675047,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/sft/sft/run_20251130_030737_llama-70b_sft_physics_B.log,wire_payload,8309,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\sft\sft\run_20251130_030737_llama-70b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-70b/sft/sft/summary_20251130_030737_llama-70b_sft_physics_B.json,wire_payload,311,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-70b\sft\sft\summary_20251130_030737_llama-70b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/base/base/logprobs_20251130_025935_llama-8b_base_physics_B.jsonl,wire_payload,669077,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\base\base\logprobs_20251130_025935_llama-8b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/base/base/logprobs_merged.jsonl,wire_payload,669079,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/base/base/run_20251130_025935_llama-8b_base_physics_B.log,wire_payload,8309,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\base\base\run_20251130_025935_llama-8b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/base/base/summary_20251130_025935_llama-8b_base_physics_B.json,wire_payload,304,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\base\base\summary_20251130_025935_llama-8b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/sft/sft/logprobs_20251130_030023_llama-8b_sft_physics_B.jsonl,wire_payload,669924,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\sft\sft\logprobs_20251130_030023_llama-8b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/sft/sft/logprobs_merged.jsonl,wire_payload,669926,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/sft/sft/run_20251130_030023_llama-8b_sft_physics_B.log,wire_payload,8308,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\sft\sft\run_20251130_030023_llama-8b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/llama-8b/sft/sft/summary_20251130_030023_llama-8b_sft_physics_B.json,wire_payload,310,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\llama-8b\sft\sft\summary_20251130_030023_llama-8b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/base/base/logprobs_20251130_030911_mistral-8b_base_physics_B.jsonl,wire_payload,671189,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\base\base\logprobs_20251130_030911_mistral-8b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/base/base/logprobs_merged.jsonl,wire_payload,671191,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/base/base/run_20251130_030911_mistral-8b_base_physics_B.log,wire_payload,8311,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\base\base\run_20251130_030911_mistral-8b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/base/base/summary_20251130_030911_mistral-8b_base_physics_B.json,wire_payload,318,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\base\base\summary_20251130_030911_mistral-8b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/sft/sft/logprobs_20251130_031005_mistral-8b_sft_physics_B.jsonl,wire_payload,675047,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\sft\sft\logprobs_20251130_031005_mistral-8b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/sft/sft/logprobs_merged.jsonl,wire_payload,675049,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/sft/sft/run_20251130_031005_mistral-8b_sft_physics_B.log,wire_payload,8310,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\sft\sft\run_20251130_031005_mistral-8b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/mistral-8b/sft/sft/summary_20251130_031005_mistral-8b_sft_physics_B.json,wire_payload,320,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\mistral-8b\sft\sft\summary_20251130_031005_mistral-8b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/base/base/logprobs_20251130_015443_qwen-0_5b_base_physics_B.jsonl,wire_payload,743837,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\base\base\logprobs_20251130_015443_qwen-0_5b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/base/base/logprobs_merged.jsonl,wire_payload,743937,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/base/base/run_20251130_015443_qwen-0_5b_base_physics_B.log,wire_payload,8209,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\base\base\run_20251130_015443_qwen-0_5b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/base/base/summary_20251130_015443_qwen-0_5b_base_physics_B.json,wire_payload,298,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\base\base\summary_20251130_015443_qwen-0_5b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/sft/sft/logprobs_20251130_015515_qwen-0_5b_sft_physics_B.jsonl,wire_payload,744677,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\sft\sft\logprobs_20251130_015515_qwen-0_5b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/sft/sft/logprobs_merged.jsonl,wire_payload,744777,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/sft/sft/run_20251130_015515_qwen-0_5b_sft_physics_B.log,wire_payload,8208,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\sft\sft\run_20251130_015515_qwen-0_5b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-0_5b/sft/sft/summary_20251130_015515_qwen-0_5b_sft_physics_B.json,wire_payload,306,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-0_5b\sft\sft\summary_20251130_015515_qwen-0_5b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/base/base/logprobs_20251130_020035_qwen-14b_base_physics_B.jsonl,wire_payload,674924,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\base\base\logprobs_20251130_020035_qwen-14b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/base/base/logprobs_merged.jsonl,wire_payload,675024,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/base/base/run_20251130_020035_qwen-14b_base_physics_B.log,wire_payload,8208,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\base\base\run_20251130_020035_qwen-14b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/base/base/summary_20251130_020035_qwen-14b_base_physics_B.json,wire_payload,296,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\base\base\summary_20251130_020035_qwen-14b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/sft/sft/logprobs_20251130_020143_qwen-14b_sft_physics_B.jsonl,wire_payload,678566,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\sft\sft\logprobs_20251130_020143_qwen-14b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/sft/sft/logprobs_merged.jsonl,wire_payload,678666,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/sft/sft/run_20251130_020143_qwen-14b_sft_physics_B.log,wire_payload,8207,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\sft\sft\run_20251130_020143_qwen-14b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-14b/sft/sft/summary_20251130_020143_qwen-14b_sft_physics_B.json,wire_payload,303,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-14b\sft\sft\summary_20251130_020143_qwen-14b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/base/base/logprobs_20251130_015550_qwen-1_5b_base_physics_B.jsonl,wire_payload,750564,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\base\base\logprobs_20251130_015550_qwen-1_5b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/base/base/logprobs_merged.jsonl,wire_payload,750664,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/base/base/run_20251130_015550_qwen-1_5b_base_physics_B.log,wire_payload,8209,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\base\base\run_20251130_015550_qwen-1_5b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/base/base/summary_20251130_015550_qwen-1_5b_base_physics_B.json,wire_payload,298,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\base\base\summary_20251130_015550_qwen-1_5b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/sft/sft/logprobs_20251130_015628_qwen-1_5b_sft_physics_B.jsonl,wire_payload,751112,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\sft\sft\logprobs_20251130_015628_qwen-1_5b_sft_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/sft/sft/logprobs_merged.jsonl,wire_payload,751212,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\sft\sft\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/sft/sft/run_20251130_015628_qwen-1_5b_sft_physics_B.log,wire_payload,8208,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\sft\sft\run_20251130_015628_qwen-1_5b_sft_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-1_5b/sft/sft/summary_20251130_015628_qwen-1_5b_sft_physics_B.json,wire_payload,306,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-1_5b\sft\sft\summary_20251130_015628_qwen-1_5b_sft_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-32b/base/base/logprobs_20251130_020329_qwen-32b_base_physics_B.jsonl,wire_payload,678241,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-32b\base\base\logprobs_20251130_020329_qwen-32b_base_physics_B.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-32b/base/base/logprobs_merged.jsonl,wire_payload,678341,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-32b\base\base\logprobs_merged.jsonl,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-32b/base/base/run_20251130_020329_qwen-32b_base_physics_B.log,wire_payload,8208,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-32b\base\base\run_20251130_020329_qwen-32b_base_physics_B.log,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
mi/vastai/perplexity/physics_B/qwen-32b/base/base/summary_20251130_020329_qwen-32b_base_physics_B.json,wire_payload,296,,,keep_forever,open,local-fs,mi-perplexity-nll,1-logprob,C:\Users\spenc\Downloads\h200_outputs_perplexity\physics_B\qwen-32b\base\base\summary_20251130_020329_qwen-32b_base_physics_B.json,per-token logprob jsonl; physics_A/B = two prose texts; base vs sft inside each
